지역,업종,업소명,주소,전화번호,할인정보,할인유형,위도,경도,업데이트일자,원본파일,데이터유형
경기도 수원시 팔달구,일반음식점,낙원갈비,"경기도 수원시 팔달구 행궁로22번길 15, 2층 (남창동)",,전품목 임신부,음식점 할인,37.2802193,127.0140829,2024-06-20,경기도 수원시_임신부배려할인업소_20240620.csv,임신부배려할인업소
경기도 수원시 팔달구,일반음식점,남문통닭,"경기도 수원시 팔달구 정조로800번길 16, 1,2,3층 (팔달로1가)",,10% 할인,음식점 할인,37.2794378,127.0176339,2024-06-20,경기도 수원시_임신부배려할인업소_20240620.csv,임신부배려할인업소
경기도 수원시 팔달구,일반음식점,다림,경기도 수원시 팔달구 정조로800번길 24(남수동),,10% 할인 (임신부 한정),음식점 할인,37.27946894,127.0181296,2024-06-20,경기도 수원시_임신부배려할인업소_20240620.csv,임신부배려할인업소
경기도 수원시 팔달구,일반음식점,대봉통닭,"경기도 수원시 팔달구 창룡대로8번길 47, 1층 (남수동)",,10% 할인,음식점 할인,37.27966519,127.0178903,2024-06-20,경기도 수원시_임신부배려할인업소_20240620.csv,임신부배려할인업소
경기도 수원시 팔달구,일반음식점,더스퀘어,"경기도 수원시 팔달구 덕영대로 902, 1층(매산로1가, 노보텔앰배서더수원)",,20% 할인 (전 품목),음식점 할인,37.26848777,126.9991048,2024-06-20,경기도 수원시_임신부배려할인업소_20240620.csv,임신부배려할인업소
경기도 수원시 팔달구,일반음식점,드라마하우스,경기도 수원시 팔달구 경수대로480번길 11-27 (인계동),,10% 할인 (전 품목),음식점 할인,37.26999495,127.0286368,2024-06-20,경기도 수원시_임신부배려할인업소_20240620.csv,임신부배려할인업소
경기도 수원시 팔달구,일반음식점,런던플레인(Lodon plane),"경기도 수원시 팔달구 덕영대로 907, 1층 (매산로1가)",,10% 할인 (전 품목),음식점 할인,37.26767066,127.0005137,2024-06-20,경기도 수원시_임신부배려할인업소_20240620.csv,임신부배려할인업소
경기도 수원시 팔달구,일반음식점,명가,경기도 수원시 팔달구 정조로796번길 14(팔달로2가),,20% 할인 (전 품목),음식점 할인,37.27888745,127.0175508,2024-06-20,경기도 수원시_임신부배려할인업소_20240620.csv,임신부배려할인업소
경기도 수원시 팔달구,일반음식점,보리회관불고기,"경기도 수원시 팔달구 정조로801번길 3, 103호(팔달로2가, 삼광빌딩)",,한우불고기 임신부,음식점 할인,37.27948129,127.016359,2024-06-20,경기도 수원시_임신부배려할인업소_20240620.csv,임신부배려할인업소
경기도 수원시 팔달구,일반음식점,비스토레(이탈리안레스토랑),"경기도 수원시 팔달구 중부대로 150, 1,3층(인계동, 라마다프라자호텔수원)",,10% 할인 (전 품목),음식점 할인,37.27773036,127.0324391,2024-06-20,경기도 수원시_임신부배려할인업소_20240620.csv,임신부배려할인업소
경기도 수원시 팔달구,일반음식점,선창민물장어전문점,"경기도 수원시 팔달구 팔달로 123-4, 1,2층 (화서동)",,10% 할인 (전 품목),음식점 할인,37.27990874,127.0038816,2024-06-20,경기도 수원시_임신부배려할인업소_20240620.csv,임신부배려할인업소
경기도 수원시 팔달구,일반음식점,셰프스위트,"경기도 수원시 팔달구 정조로801번길 27, 1층 (남창동)",,10% 할인 (전 품목),음식점 할인,37.27996663,127.0151236,2024-06-20,경기도 수원시_임신부배려할인업소_20240620.csv,임신부배려할인업소
경기도 수원시 팔달구,일반음식점,속초시장닭집,"경기도 수원시 팔달구 정조로800번길 24, 1층 (남수동)",,10% 할인 (전 품목),음식점 할인,37.27946894,127.0181296,2024-06-20,경기도 수원시_임신부배려할인업소_20240620.csv,임신부배려할인업소
경기도 수원시 팔달구,일반음식점,수원통닭,"경기도 수원시 팔달구 수원천로 297-1, 1층 (남수동)",,1캔 무료 제공,음식점 할인,37.28002755,127.0181224,2024-06-20,경기도 수원시_임신부배려할인업소_20240620.csv,임신부배려할인업소
경기도 수원시 팔달구,일반음식점,수원화성당 행궁동카페,"경기도 수원시 팔달구 창룡대로 4-1, 1층(팔달로1가)",,20% 할인 (전 품목),음식점 할인,37.28165873,127.0171574,2024-06-20,경기도 수원시_임신부배려할인업소_20240620.csv,임신부배려할인업소
경기도 수원시 팔달구,일반음식점,쉐프스(뷔페),"경기도 수원시 팔달구 중부대로 150, 5층(인계동, 라마다프라자호텔수원)",,10% 할인 (전 품목),음식점 할인,37.27773036,127.0324391,2024-06-20,경기도 수원시_임신부배려할인업소_20240620.csv,임신부배려할인업소
경기도 수원시 팔달구,일반음식점,아우라 더 그릴,경기도 수원시 팔달구 권광로142번길 25(인계동),,10% 할인 (1인분 한정),음식점 할인,37.2600724,127.0328564,2024-06-20,경기도 수원시_임신부배려할인업소_20240620.csv,임신부배려할인업소
경기도 수원시 팔달구,일반음식점,"오,늘초밥","경기도 수원시 팔달구 인계로166번길 48-17, 2층 201호 (인계동)",,10% 할인 (전 품목),음식점 할인,37.26436868,127.033726,2024-06-20,경기도 수원시_임신부배려할인업소_20240620.csv,임신부배려할인업소
경기도 수원시 팔달구,일반음식점,용성통닭,"경기도 수원시 팔달구 정조로800번길 15, 지하1~지상1,2층 (팔달로1가)",,1캔 무료 제공,음식점 할인,37.27962701,127.0176314,2024-06-20,경기도 수원시_임신부배려할인업소_20240620.csv,임신부배려할인업소
경기도 수원시 팔달구,일반음식점,진미통닭,"경기도 수원시 팔달구 정조로800번길 21, 2층(남수동)",,10% 할인 (전 품목),음식점 할인,37.27965796,127.0181046,2024-06-20,경기도 수원시_임신부배려할인업소_20240620.csv,임신부배려할인업소
경기도 수원시 팔달구,일반음식점,진미통닭테이크아웃,"경기도 수원시 팔달구 정조로800번길 21, 1층 (남수동)",,10% 할인 (전 품목),음식점 할인,37.27965796,127.0181046,2024-06-20,경기도 수원시_임신부배려할인업소_20240620.csv,임신부배려할인업소
경기도 수원시 팔달구,일반음식점,트라토리아,경기도 수원시 팔달구 경수대로 438 (인계동),,30% 할인 (전 품목),음식점 할인,37.26521929,127.0264545,2024-06-20,경기도 수원시_임신부배려할인업소_20240620.csv,임신부배려할인업소
경기도 수원시 팔달구,일반음식점,한국관,경기도 수원시 팔달구 권선로741번길 16-8(인계동),,10% 할인 (임신부 한정),음식점 할인,37.25818048,127.0329031,2024-06-20,경기도 수원시_임신부배려할인업소_20240620.csv,임신부배려할인업소
경기도 수원시 팔달구,일반음식점,행궁통닭본닭강정,"경기도 수원시 팔달구 수원천로 291, 1층 (남수동)",,10% 할인 (전 품목),음식점 할인,37.27946086,127.0182425,2024-06-20,경기도 수원시_임신부배려할인업소_20240620.csv,임신부배려할인업소
경기도 수원시 팔달구,일반음식점,혜미통닭,"경기도 수원시 팔달구 수원천로 303, 1층 (남수동)",,10% 할인 (전 품목),음식점 할인,37.28045965,127.0180717,2024-06-20,경기도 수원시_임신부배려할인업소_20240620.csv,임신부배려할인업소
경기도 수원시 팔달구,일반음식점,화서염소탕,경기도 수원시 팔달구 수성로 157번길 27-4 (화서동),,1캔 무료 제공,음식점 할인,37.28746314,126.9893694,2024-06-20,경기도 수원시_임신부배려할인업소_20240620.csv,임신부배려할인업소
경기도 수원시 팔달구,일반음식점,화청갈비,경기도 수원시 팔달구 창룡대로41번길 12(매향동),,10% 할인 (임신부 한정),음식점 할인,37.28314515,127.0202809,2024-06-20,경기도 수원시_임신부배려할인업소_20240620.csv,임신부배려할인업소
경기도 수원시 팔달구,일반음식점,히말라야정원,경기도 수원시 팔달구 권광로180번길 19 (인계동),,10% 할인 (전 품목),음식점 할인,37.26354087,127.0338719,2024-06-20,경기도 수원시_임신부배려할인업소_20240620.csv,임신부배려할인업소
경기도 수원시 팔달구,제과점,달보드레 유기농 제빵소,"경기도 수원시 팔달구 행궁로 24, 1층 (남창동)",,10% 할인 (전 품목),카페/베이커리 할인,37.28048565,127.0146883,2024-06-20,경기도 수원시_임신부배려할인업소_20240620.csv,임신부배려할인업소
경기도 수원시 팔달구,제과점,케익하우스슈,"경기도 수원시 팔달구 향교로 36, 1층 (매산로2가)",,20% 할인 (전 품목),카페/베이커리 할인,37.26875393,127.0050319,2024-06-20,경기도 수원시_임신부배려할인업소_20240620.csv,임신부배려할인업소
경기도 수원시 팔달구,즉석판매제조가공업,광덕떡방앗간,경기도 수원시 팔달구 고매로39번길 2 (고등동),,10% 할인 (전 품목),즉석제조 할인,37.27302204,127.0057425,2024-06-20,경기도 수원시_임신부배려할인업소_20240620.csv,임신부배려할인업소
경기도 수원시 팔달구,즉석판매제조가공업,수원오복떡집/낙원떡집,경기도 수원시 팔달구 월드컵로369번길 13(우만동),,5% 할인 (전 품목),즉석제조 할인,37.28972097,127.0298836,2024-06-20,경기도 수원시_임신부배려할인업소_20240620.csv,임신부배려할인업소
경기도 수원시 팔달구,휴게음식점,스파게티스토리,"경기도 수원시 팔달구 아주로 45-3, 지하1층 (우만동)",,20% 할인 (전 품목),음식점 할인,37.27891014,127.0434637,2024-06-20,경기도 수원시_임신부배려할인업소_20240620.csv,임신부배려할인업소
경상북도 영천시,음식점,개성순대국밥,경상북도 영천시 청통면 장수로 572,054-335-1224,임신부 할인 서비스,기타 할인,,,2024-08-02,경상북도 영천시_임신부 할인업소_20240802.csv,임신부 할인업소
경상북도 영천시,음식점,고향식당,경상북도 영천시 청통면 청통로 118,054-337-4723,임신부 할인 서비스,기타 할인,,,2024-08-02,경상북도 영천시_임신부 할인업소_20240802.csv,임신부 할인업소
경상북도 영천시,음식점,교동면옥(영천점),경상북도 영천시 영화로 340-1(조교동),054-927-3222,임신부 할인 서비스,기타 할인,,,2024-08-02,경상북도 영천시_임신부 할인업소_20240802.csv,임신부 할인업소
경상북도 영천시,음식점,금조활어수산,경상북도 영천시 문외4길 48(문외동),054-334-0335,임신부 할인 서비스,기타 할인,,,2024-08-02,경상북도 영천시_임신부 할인업소_20240802.csv,임신부 할인업소
경상북도 영천시,음식점,나다움,경상북도 영천시 청통면 금송로 1013,054-338-3494,임신부 할인 서비스,기타 할인,,,2024-08-02,경상북도 영천시_임신부 할인업소_20240802.csv,임신부 할인업소
경상북도 영천시,음식점,대구식당,경상북도 영천시 청통면 청통로 894-36,054-335-2913,임신부 할인 서비스,기타 할인,,,2024-08-02,경상북도 영천시_임신부 할인업소_20240802.csv,임신부 할인업소
경상북도 영천시,음식점,대림매운탕,경상북도 영천시 보목1길 43-6(야사동),054-337-9666,임신부 할인 서비스,기타 할인,,,2024-08-02,경상북도 영천시_임신부 할인업소_20240802.csv,임신부 할인업소
경상북도 영천시,음식점,두꺼비식당,경상북도 영천시 청통면 청통로 894-42,054-335-1513,임신부 할인 서비스,기타 할인,,,2024-08-02,경상북도 영천시_임신부 할인업소_20240802.csv,임신부 할인업소
경상북도 영천시,음식점,또바기식당,경상북도 영천시 하이브리드로 700-129,054-335-5772,임신부 할인 서비스,기타 할인,,,2024-08-02,경상북도 영천시_임신부 할인업소_20240802.csv,임신부 할인업소
경상북도 영천시,음식점,리코파파 영천점,경상북도 영천시 우로들길 105-1(망정동),054-332-7988,임신부 할인 서비스,기타 할인,,,2024-08-02,경상북도 영천시_임신부 할인업소_20240802.csv,임신부 할인업소
경상북도 영천시,음식점,마차이짬뽕,경상북도 영천시 영화로 350(조교동),054-334-2020,임신부 할인 서비스,기타 할인,,,2024-08-02,경상북도 영천시_임신부 할인업소_20240802.csv,임신부 할인업소
경상북도 영천시,음식점,만파식적,경상북도 영천시 시장2길 35(완산동),054-333-8747,임신부 할인 서비스,기타 할인,,,2024-08-02,경상북도 영천시_임신부 할인업소_20240802.csv,임신부 할인업소
경상북도 영천시,음식점,명동횟집,경상북도 영천시 야사시장길 43(야사동),054-338-1204,임신부 할인 서비스,기타 할인,,,2024-08-02,경상북도 영천시_임신부 할인업소_20240802.csv,임신부 할인업소
경상북도 영천시,음식점,명품숯불,경상북도 영천시 시청남1길 12-9(문외동),054-337-8302,임신부 할인 서비스,기타 할인,,,2024-08-02,경상북도 영천시_임신부 할인업소_20240802.csv,임신부 할인업소
경상북도 영천시,음식점,뭐라꼬,경상북도 영천시 고경면 심청길 19,054-338-4236,임신부 할인 서비스,기타 할인,,,2024-08-02,경상북도 영천시_임신부 할인업소_20240802.csv,임신부 할인업소
경상북도 영천시,음식점,미정식당,경상북도 영천시 청통면 청통로 894-31,054-355-1355,임신부 할인 서비스,기타 할인,,,2024-08-02,경상북도 영천시_임신부 할인업소_20240802.csv,임신부 할인업소
경상북도 영천시,음식점,배밭골,경상북도 영천시 고경면 방천길 23,054-336-5289,임신부 할인 서비스,기타 할인,,,2024-08-02,경상북도 영천시_임신부 할인업소_20240802.csv,임신부 할인업소
경상북도 영천시,음식점,삼명숯불가든,경상북도 영천시 북안면 운북로 1964,054-331-5266,임신부 할인 서비스,기타 할인,,,2024-08-02,경상북도 영천시_임신부 할인업소_20240802.csv,임신부 할인업소
경상북도 영천시,음식점,삼봉식당,경상북도 영천시 시장4길 52(영천공설시장),054-332-8923,임신부 할인 서비스,기타 할인,,,2024-08-02,경상북도 영천시_임신부 할인업소_20240802.csv,임신부 할인업소
경상북도 영천시,음식점,삼진식당,경상북도 영천시 북안면 운북로 20054-33,054-331-2361,임신부 할인 서비스,기타 할인,,,2024-08-02,경상북도 영천시_임신부 할인업소_20240802.csv,임신부 할인업소
경상북도 영천시,음식점,상전죽집,경상북도 영천시 시장4길 52(완산동),054-336-3767,임신부 할인 서비스,기타 할인,,,2024-08-02,경상북도 영천시_임신부 할인업소_20240802.csv,임신부 할인업소
경상북도 영천시,음식점,선창회가든,경상북도 영천시 충효로 72(문외동),054-333-6086,임신부 할인 서비스,기타 할인,,,2024-08-02,경상북도 영천시_임신부 할인업소_20240802.csv,임신부 할인업소
경상북도 영천시,음식점,세종식당,경상북도 영천시 신녕면 구디티길 6,054-338-0117,임신부 할인 서비스,기타 할인,,,2024-08-02,경상북도 영천시_임신부 할인업소_20240802.csv,임신부 할인업소
경상북도 영천시,음식점,손안애스시뷔페,경상북도 영천시 영화로 354(조교동),054-338-7778,임신부 할인 서비스,기타 할인,,,2024-08-02,경상북도 영천시_임신부 할인업소_20240802.csv,임신부 할인업소
경상북도 영천시,음식점,솔밭식당,경상북도 영천시 청통면 청통로 894-46,054-336-4748,임신부 할인 서비스,기타 할인,,,2024-08-02,경상북도 영천시_임신부 할인업소_20240802.csv,임신부 할인업소
경상북도 영천시,음식점,수가성 영천점,경상북도 영천시 삼산길 21(문외동),054-335-7531,임신부 할인 서비스,기타 할인,,,2024-08-02,경상북도 영천시_임신부 할인업소_20240802.csv,임신부 할인업소
경상북도 영천시,음식점,수정할매곰탕,경상북도 영천시 금호읍 금호로 101(영천금호전통시장),054-333-5625,임신부 할인 서비스,기타 할인,,,2024-08-02,경상북도 영천시_임신부 할인업소_20240802.csv,임신부 할인업소
경상북도 영천시,음식점,쌈좋고,경상북도 영천시 보목2길 18(야사동),054-333-0880,임신부 할인 서비스,기타 할인,,,2024-08-02,경상북도 영천시_임신부 할인업소_20240802.csv,임신부 할인업소
경상북도 영천시,음식점,어부지리,경상북도 영천시 청통면 청통로 776-1,054-335-0302,임신부 할인 서비스,기타 할인,,,2024-08-02,경상북도 영천시_임신부 할인업소_20240802.csv,임신부 할인업소
경상북도 영천시,음식점,영림식육식당,경상북도 영천시 북안면 운북로 1999-1,054-331-8221,임신부 할인 서비스,기타 할인,,,2024-08-02,경상북도 영천시_임신부 할인업소_20240802.csv,임신부 할인업소
경상북도 영천시,음식점,완산옥,경상북도 영천시 시장2길 35(완산동),054-331-8747,임신부 할인 서비스,기타 할인,,,2024-08-02,경상북도 영천시_임신부 할인업소_20240802.csv,임신부 할인업소
경상북도 영천시,음식점,왕손짬뽕,경상북도 영천시 신녕면 장수로 1611,054-334-6588,임신부 할인 서비스,기타 할인,,,2024-08-02,경상북도 영천시_임신부 할인업소_20240802.csv,임신부 할인업소
경상북도 영천시,음식점,유진식당,경상북도 영천시 시장4길 52(완산동),054-331-6883,임신부 할인 서비스,기타 할인,,,2024-08-02,경상북도 영천시_임신부 할인업소_20240802.csv,임신부 할인업소
경상북도 영천시,음식점,육식인생,경상북도 영천시 망정1길 176-12(망정동),054-336-5553,임신부 할인 서비스,기타 할인,,,2024-08-02,경상북도 영천시_임신부 할인업소_20240802.csv,임신부 할인업소
경상북도 영천시,음식점,육일식육식당,경상북도 영천시 북안면 운북로 2004-1,054-336-6861,임신부 할인 서비스,기타 할인,,,2024-08-02,경상북도 영천시_임신부 할인업소_20240802.csv,임신부 할인업소
경상북도 영천시,음식점,인과인,경상북도 영천시 금호읍 교대길 25,054-335-7054,임신부 할인 서비스,기타 할인,,,2024-08-02,경상북도 영천시_임신부 할인업소_20240802.csv,임신부 할인업소
경상북도 영천시,음식점,전원숯불,경상북도 영천시 금호읍 원제1길 4,054-335-7829,임신부 할인 서비스,기타 할인,,,2024-08-02,경상북도 영천시_임신부 할인업소_20240802.csv,임신부 할인업소
경상북도 영천시,음식점,천하제일식당,경상북도 영천시 야사시장길 13-16,054-331-1177,임신부 할인 서비스,기타 할인,,,2024-08-02,경상북도 영천시_임신부 할인업소_20240802.csv,임신부 할인업소
경상북도 영천시,음식점,청춘을파는상회,경상북도 영천시 영화로 340-1(조교동),0507-1421-3787,임신부 할인 서비스,기타 할인,,,2024-08-02,경상북도 영천시_임신부 할인업소_20240802.csv,임신부 할인업소
경상북도 영천시,음식점,토방청,경상북도 영천시 청통면 청통로 870,054-335-1385,임신부 할인 서비스,기타 할인,,,2024-08-02,경상북도 영천시_임신부 할인업소_20240802.csv,임신부 할인업소
경상북도 영천시,음식점,통나무가든,경상북도 영천시 고경면 경상북도 영천시 호국로 1027,054-333-1103,임신부 할인 서비스,기타 할인,,,2024-08-02,경상북도 영천시_임신부 할인업소_20240802.csv,임신부 할인업소
경상북도 영천시,음식점,통큰생오리 영천점,경상북도 영천시 충효로 138(야사동),054-338-5282,임신부 할인 서비스,기타 할인,,,2024-08-02,경상북도 영천시_임신부 할인업소_20240802.csv,임신부 할인업소
경상북도 영천시,음식점,한국전통곰탕,경상북도 영천시 고경면 경상북도 영천시 호국로 403,054-336-9799,임신부 할인 서비스,기타 할인,,,2024-08-02,경상북도 영천시_임신부 할인업소_20240802.csv,임신부 할인업소
경상북도 영천시,음식점,화산돼지찌개 금호점,경상북도 영천시 금호읍 교대용대길 1,054-336-1543,임신부 할인 서비스,기타 할인,,,2024-08-02,경상북도 영천시_임신부 할인업소_20240802.csv,임신부 할인업소
대구광역시 중구,미용업,815마트헤어,대구광역시 중구 동성로2길 5-3(봉산동),053-252-8152,미용 우대 서비스,미용 할인,35.86661343,128.5954257,2023-07-10,대구광역시 중구_우대미용업소 현황_20230710.csv,우대미용업소 현황
대구광역시 중구,미용업,나나미용실,대구광역시 중구 국채보상로 446 (대신동),053-256-0846,미용 우대 서비스,미용 할인,35.87016342,128.5799215,2023-07-10,대구광역시 중구_우대미용업소 현황_20230710.csv,우대미용업소 현황
대구광역시 중구,미용업,대보미용실,대구광역시 중구 경상감영길 117-7 (향촌동),053-255-1066,미용 우대 서비스,미용 할인,35.87262448,128.5936286,2023-07-10,대구광역시 중구_우대미용업소 현황_20230710.csv,우대미용업소 현황
대구광역시 중구,미용업,보오구,대구광역시 중구 달구벌대로 지하2100 (덕산동),053-422-4455,미용 우대 서비스,미용 할인,35.86442069,128.5933403,2023-07-10,대구광역시 중구_우대미용업소 현황_20230710.csv,우대미용업소 현황
대구광역시 중구,미용업,봄헤어 아뜨리에,대구광역시 중구 남산로7길 75 (남산동),053-656-1977,미용 우대 서비스,미용 할인,35.85967259,128.5792129,2023-07-10,대구광역시 중구_우대미용업소 현황_20230710.csv,우대미용업소 현황
대구광역시 중구,미용업,석미용실,대구광역시 중구 동덕로 43( 대봉동),053-421-9335,미용 우대 서비스,미용 할인,35.85889425,128.6044899,2023-07-10,대구광역시 중구_우대미용업소 현황_20230710.csv,우대미용업소 현황
대구광역시 중구,미용업,조양미용실,대구광역시 중구 명륜로22길 21 (남산동),053-424-1163,미용 우대 서비스,미용 할인,35.85974032,128.5942783,2023-07-10,대구광역시 중구_우대미용업소 현황_20230710.csv,우대미용업소 현황
대구광역시 중구,미용업,좋은인연,대구광역시 중구 명륜로26길 44 (대봉동),053-425-4977,미용 우대 서비스,미용 할인,35.85802849,128.5972373,2023-07-10,대구광역시 중구_우대미용업소 현황_20230710.csv,우대미용업소 현황
대구광역시 중구,미용업,카타리나 헤어하우스,대구광역시 중구 동덕로36길 56 (동인동4가),053-421-5773,미용 우대 서비스,미용 할인,35.86983907,128.6073545,2023-07-10,대구광역시 중구_우대미용업소 현황_20230710.csv,우대미용업소 현황
대구광역시 중구,미용업,토탈미인 만들기,대구광역시 중구 중앙대로 448(화전동),053-426-0666,미용 우대 서비스,미용 할인,35.87308274,128.5946785,2023-07-10,대구광역시 중구_우대미용업소 현황_20230710.csv,우대미용업소 현황
대구광역시 중구,미용업,헤어짱,대구광역시 중구 남산로 67 (남산동),053-254-4892,미용 우대 서비스,미용 할인,35.8626172,128.5822515,2023-07-10,대구광역시 중구_우대미용업소 현황_20230710.csv,우대미용업소 현황
